timestamp,model,provider,context,iteration,program_id,input_tokens,output_tokens,prompt_tokens,completion_tokens,total_tokens,accepted_prediction_tokens,reasoning_tokens,rejected_prediction_tokens,cached_tokens,cache_creation_input_tokens,cache_read_input_tokens
1767129721.1999478,gpt-5-mini,openai,evolution,4952,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,58934,6703,58934,6703,65637,0,576,0,29568,,
1767129845.7101886,claude-sonnet-4-5,anthropic,evolution,4953,ff754803-083e-46c0-92b3-de15bbf215b1,2,6475,,,6477,,,,,72693,0
1767129851.4440732,gpt-5-mini,openai,evolution,4954,d37310e2-91fb-4923-a18d-9abe8f6294f9,59230,5341,59230,5341,64571,0,640,0,38912,,
1767129904.7250385,gpt-5-mini,openai,evolution,4955,167aa2e0-dea8-4219-8ce9-2971f6cb48fc,59111,6363,59111,6363,65474,0,640,0,28672,,
1767129934.5366154,gpt-5-mini,openai,evolution,4956,593c97dd-0fb7-47ff-a0c8-11b7e0a5cc81,53223,5472,53223,5472,58695,0,704,0,,,
1767130021.9941194,gpt-5-mini,openai,evolution,4958,77b161be-4f3c-4320-9b15-a9600f81037a,60709,2648,60709,2648,63357,0,768,0,32640,,
1767130035.5032341,claude-sonnet-4-5,anthropic,evolution,4957,eec4b022-8538-4d7f-9d1d-4f382aacf908,2,6973,,,6975,,,,,78414,0
1767130056.4951422,gpt-5-mini,openai,evolution,4960,f7840425-af26-4d34-a951-09ae992a4a97,50842,4050,50842,4050,54892,0,448,0,28544,,
1767130124.5753007,claude-sonnet-4-5,anthropic,evolution,4959,d37310e2-91fb-4923-a18d-9abe8f6294f9,2,6043,,,6045,,,,,72822,0
1767130184.8836422,gpt-5-mini,openai,evolution,4961,dc2aeb8b-612c-472a-a704-33a55dfddb4f,55389,6940,55389,6940,62329,0,512,0,35584,,
1767130187.707624,gpt-5-mini,openai,evolution,4962,77b161be-4f3c-4320-9b15-a9600f81037a,55581,5371,55581,5371,60952,0,704,0,23552,,
1767130215.380835,gpt-5-mini,openai,evolution,4963,34e45018-a1fb-4efe-9cc2-6edbf54fa8fb,55553,6664,55553,6664,62217,0,448,0,20352,,
1767130288.6253579,gpt-5-mini,openai,evolution,4964,593c97dd-0fb7-47ff-a0c8-11b7e0a5cc81,50308,5358,50308,5358,55666,0,576,0,19200,,
1767130322.0607727,gpt-5-mini,openai,evolution,4965,77b161be-4f3c-4320-9b15-a9600f81037a,60605,4377,60605,4377,64982,0,448,0,,,
1767130352.7639334,gpt-5-mini,openai,evolution,4966,d37310e2-91fb-4923-a18d-9abe8f6294f9,58692,5940,58692,5940,64632,0,576,0,31616,,
1767130379.3590574,gpt-5-mini,openai,evolution,4967,dd0f4d32-9ac1-40c0-a689-e47336894209,59872,5516,59872,5516,65388,0,704,0,,,
1767130499.8208675,gpt-5-mini,openai,evolution,4969,77b161be-4f3c-4320-9b15-a9600f81037a,59859,6076,59859,6076,65935,0,576,0,32640,,
1767130523.1252046,claude-sonnet-4-5,anthropic,evolution,4968,4198aff9-87fd-49b7-90ba-856191fe0368,2,6513,,,6515,,,,,66712,0
1767130553.8795502,gpt-5-mini,openai,evolution,4970,bc827d30-4466-47e2-815b-d94de92c3d98,50252,6756,50252,6756,57008,0,704,0,28544,,
1767130643.1941054,gpt-5-mini,openai,evolution,4971,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,58946,6420,58946,6420,65366,0,576,0,31616,,
1767130717.9355872,claude-sonnet-4-5,anthropic,evolution,4972,77b161be-4f3c-4320-9b15-a9600f81037a,2,6058,,,6060,,,,,76514,0
1767130861.9933097,claude-sonnet-4-5,anthropic,evolution,4973,2a90c664-79da-49a3-98c9-dc882145cbce,2,6229,,,6231,,,,,67584,0
1767130865.477734,gpt-5-mini,openai,evolution,4975,d37310e2-91fb-4923-a18d-9abe8f6294f9,58406,6158,58406,6158,64564,0,512,0,31616,,
1767130982.6947129,gpt-5-mini,openai,evolution,4976,2d7dbaa0-23ba-4479-9819-6ddf7cb63cce,60713,5570,60713,5570,66283,0,512,0,,,
1767131005.5513754,gpt-5-mini,openai,evolution,4977,e1602e75-8fe5-4716-ab10-06919d174c45,52645,6385,52645,6385,59030,0,384,0,,,
1767131044.8088417,claude-sonnet-4-5,anthropic,evolution,4974,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,2,7220,,,7222,,,,73533,0,73533
1767131087.0394647,gpt-5-mini,openai,evolution,4979,e1602e75-8fe5-4716-ab10-06919d174c45,52176,6613,52176,6613,58789,0,768,0,,,
1767131105.2389476,claude-sonnet-4-5,anthropic,evolution,4978,2a90c664-79da-49a3-98c9-dc882145cbce,2,6563,,,6565,,,,,69498,0
1767131132.179087,gpt-5-mini,openai,evolution,4980,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,60269,5799,60269,5799,66068,0,576,0,31616,,
1767131222.9335885,gpt-5-mini,openai,evolution,4981,2d7dbaa0-23ba-4479-9819-6ddf7cb63cce,60622,6109,60622,6109,66731,0,704,0,32640,,
1767131302.1757336,claude-sonnet-4-5,anthropic,evolution,4982,eec4b022-8538-4d7f-9d1d-4f382aacf908,2,4332,,,4334,,,,,75317,0
1767131303.6008217,gpt-5-mini,openai,evolution,4983,80fc6c76-0d63-445a-bdc6-e62b2f01b749,55605,7299,55605,7299,62904,0,768,0,28672,,
1767131347.5678108,gpt-5-mini,openai,evolution,4984,77b161be-4f3c-4320-9b15-a9600f81037a,60709,5556,60709,5556,66265,0,896,0,32640,,
1767131409.6449964,gpt-5-mini,openai,evolution,4985,b4e7a4d1-a7b4-45c1-8900-7f649f60aa1d,61550,4481,61550,4481,66031,0,576,0,21504,,
1767131491.4158874,gpt-5-mini,openai,evolution,4987,77b161be-4f3c-4320-9b15-a9600f81037a,58411,5628,58411,5628,64039,0,704,0,37632,,
1767131532.0846984,gpt-5-mini,openai,evolution,4988,4198aff9-87fd-49b7-90ba-856191fe0368,54164,6580,54164,6580,60744,0,512,0,,,
1767131554.0475583,claude-sonnet-4-5,anthropic,evolution,4986,8b443e78-832e-4b63-b94c-ff64777061fb,2,7460,,,7462,,,,,73915,0
1767131561.2659116,gpt-5-mini,openai,evolution,4989,e1602e75-8fe5-4716-ab10-06919d174c45,50373,6089,50373,6089,56462,0,704,0,19200,,
1767131683.0004396,gpt-5-mini,openai,evolution,4990,d37310e2-91fb-4923-a18d-9abe8f6294f9,58406,5455,58406,5455,63861,0,704,0,36864,,
1767131732.6198592,gpt-5-mini,openai,evolution,4991,2d7dbaa0-23ba-4479-9819-6ddf7cb63cce,60927,5965,60927,5965,66892,0,448,0,23552,,
1767131778.0426044,gpt-5-mini,openai,evolution,4993,e1ba6310-75f9-4c46-a3c6-47952379662e,59925,5180,59925,5180,65105,0,576,0,,,
1767131859.3890152,gpt-5-mini,openai,evolution,4994,9388157c-0318-4c91-85d8-9428dbf9329d,53849,4819,53849,4819,58668,0,768,0,,,
1767131907.3278687,claude-sonnet-4-5,anthropic,evolution,4995,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,2,5633,,,5635,,,,,72822,0
1767132006.5047202,claude-sonnet-4-5,anthropic,evolution,4996,6dfb22f8-63f4-405b-a774-77f3d32df8d2,2,8025,,,8027,,,,,74320,0
1767132041.512158,claude-sonnet-4-5,anthropic,evolution,4992,46e463b1-d76d-42eb-bcc2-6b946d0ae33e,2,6460,,,6462,,,,78885,0,78885
1767132060.0743537,gpt-5-mini,openai,evolution,4997,29007a72-f4a5-4892-9efc-2361699d3909,54350,6445,54350,6445,60795,0,448,0,28544,,
1767132114.1989768,gpt-5-mini,openai,evolution,4998,0d1582a7-2664-4a4e-88a7-ce497a5437c3,49603,4638,49603,4638,54241,0,640,0,28544,,
1767132205.375131,gpt-5-mini,openai,evolution,4999,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,56773,7667,56773,7667,64440,0,512,0,31616,,
1767132245.9993129,gpt-5-mini,openai,evolution,5000,77b161be-4f3c-4320-9b15-a9600f81037a,60151,5880,60151,5880,66031,0,832,0,32640,,
1767132247.693036,gpt-5-mini,openai,evolution,5001,4b69c41f-1096-45c6-bd02-440b77e1c9de,54617,5339,54617,5339,59956,0,512,0,28672,,
1767132277.553951,gpt-5-mini,openai,evolution,5002,eec4b022-8538-4d7f-9d1d-4f382aacf908,62773,6054,62773,6054,68827,0,320,0,29568,,
1767132359.1337655,gpt-5-mini,openai,evolution,5003,0d1582a7-2664-4a4e-88a7-ce497a5437c3,51774,6155,51774,6155,57929,0,512,0,28544,,
1767132461.1153595,gpt-5-mini,openai,evolution,5004,d37310e2-91fb-4923-a18d-9abe8f6294f9,59230,5677,59230,5677,64907,0,640,0,42880,,
1767132462.9356818,gpt-5-mini,openai,evolution,5006,89997825-c414-4469-9e58-322d88cc3766,56974,5259,56974,5259,62233,0,704,0,,,
1767132515.6498895,gpt-5-mini,openai,evolution,5008,39140617-fd6b-4a09-8040-c0491fcc7099,52040,7110,52040,7110,59150,0,704,0,28544,,
1767132527.4345243,claude-sonnet-4-5,anthropic,evolution,5005,167aa2e0-dea8-4219-8ce9-2971f6cb48fc,2,6960,,,6962,,,,,68976,0
1767132571.4244738,claude-sonnet-4-5,anthropic,evolution,5007,6dfb22f8-63f4-405b-a774-77f3d32df8d2,2,7919,,,7921,,,,,73236,0
1767132658.2776775,gpt-5-mini,openai,evolution,5010,d37310e2-91fb-4923-a18d-9abe8f6294f9,58924,6715,58924,6715,65639,0,448,0,38912,,
1767132690.7519896,claude-sonnet-4-5,anthropic,evolution,5009,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,2,6785,,,6787,,,,,69224,0
1767132706.7937458,gpt-5-mini,openai,evolution,5011,f7840425-af26-4d34-a951-09ae992a4a97,54172,6158,54172,6158,60330,0,512,0,28544,,
1767132721.3954308,gpt-5-mini,openai,evolution,5012,4198aff9-87fd-49b7-90ba-856191fe0368,55627,6840,55627,6840,62467,0,576,0,19328,,
1767132839.1599846,gpt-5-mini,openai,evolution,5013,77b161be-4f3c-4320-9b15-a9600f81037a,60659,5410,60659,5410,66069,0,576,0,38912,,
1767132868.0639973,gpt-5-mini,openai,evolution,5014,46e463b1-d76d-42eb-bcc2-6b946d0ae33e,59296,4248,59296,4248,63544,0,512,0,,,
1767132903.4077172,gpt-5-mini,openai,evolution,5016,e1602e75-8fe5-4716-ab10-06919d174c45,51633,5921,51633,5921,57554,0,640,0,28544,,
1767132917.8630896,gpt-5-mini,openai,evolution,5015,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,57750,7710,57750,7710,65460,0,640,0,,,
1767133028.750917,gpt-5-mini,openai,evolution,5017,2a90c664-79da-49a3-98c9-dc882145cbce,58097,5583,58097,5583,63680,0,320,0,28672,,
1767133067.013958,gpt-5-mini,openai,evolution,5018,77b161be-4f3c-4320-9b15-a9600f81037a,60659,5733,60659,5733,66392,0,640,0,32640,,
1767133124.9360983,gpt-5-mini,openai,evolution,5019,d37310e2-91fb-4923-a18d-9abe8f6294f9,60833,7561,60833,7561,68394,0,1024,0,38912,,
1767133125.6407402,gpt-5-mini,openai,evolution,5020,7269c76d-0854-47eb-9b51-b2838f2f6632,51838,7258,51838,7258,59096,0,512,0,,,
1767133225.9365563,gpt-5-mini,openai,evolution,5021,543864a1-9c14-4bda-870d-31e1264b07fe,60224,5756,60224,5756,65980,0,576,0,,,
1767133291.2609196,gpt-5-mini,openai,evolution,5023,77b161be-4f3c-4320-9b15-a9600f81037a,58790,5127,58790,5127,63917,0,640,0,36864,,
1767133309.2426183,claude-sonnet-4-5,anthropic,evolution,5022,4b69c41f-1096-45c6-bd02-440b77e1c9de,2,7147,,,7149,,,,,70189,0
1767133401.1779766,gpt-5-mini,openai,evolution,5024,bc827d30-4466-47e2-815b-d94de92c3d98,52711,6367,52711,6367,59078,0,640,0,19200,,
1767133417.1885195,gpt-5-mini,openai,evolution,5025,8b443e78-832e-4b63-b94c-ff64777061fb,58635,3072,58635,3072,61707,0,576,0,,,
1767133496.5777142,claude-sonnet-4-5,anthropic,evolution,5026,ff754803-083e-46c0-92b3-de15bbf215b1,2,4930,,,4932,,,,,72330,0
1767133564.8447003,gpt-5-mini,openai,evolution,5027,a1e307b0-0c35-4da9-9a59-0284402e9025,55595,7010,55595,7010,62605,0,512,0,35584,,
1767133588.926064,gpt-5-mini,openai,evolution,5028,b4e7a4d1-a7b4-45c1-8900-7f649f60aa1d,62256,6949,62256,6949,69205,0,320,0,,,
1767133635.4384193,gpt-5-mini,openai,evolution,5029,0d1582a7-2664-4a4e-88a7-ce497a5437c3,51435,6235,51435,6235,57670,0,448,0,,,
1767133673.3169599,gpt-5-mini,openai,evolution,5030,706066f5-1c1e-4942-9e9d-731ce5e58972,58396,6212,58396,6212,64608,0,512,0,29568,,
1767133749.9949536,gpt-5-mini,openai,evolution,5031,77b161be-4f3c-4320-9b15-a9600f81037a,60659,5379,60659,5379,66038,0,640,0,36864,,
1767133835.6690023,gpt-5-mini,openai,evolution,5033,c561971d-9b16-49f8-8cf9-1331f96e78c6,60503,6326,60503,6326,66829,0,384,0,,,
1767133841.6308415,claude-sonnet-4-5,anthropic,evolution,5032,2a90c664-79da-49a3-98c9-dc882145cbce,2,6545,,,6547,,,,,69560,0
1767133881.0227814,gpt-5-mini,openai,evolution,5034,7269c76d-0854-47eb-9b51-b2838f2f6632,53096,4517,53096,4517,57613,0,512,0,28544,,
1767133941.1414828,claude-sonnet-4-5,anthropic,evolution,5035,eec4b022-8538-4d7f-9d1d-4f382aacf908,2,5232,,,5234,,,,,72366,0
1767133995.0167325,gpt-5-mini,openai,evolution,5036,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,58891,4989,58891,4989,63880,0,576,0,,,
1767134013.432811,gpt-5-mini,openai,evolution,5037,1840ba35-111a-41e9-8c06-1aa4868d0cad,56848,4137,56848,4137,60985,0,704,0,28544,,
1767134057.7385345,gpt-5-mini,openai,evolution,5038,593c97dd-0fb7-47ff-a0c8-11b7e0a5cc81,49573,6332,49573,6332,55905,0,576,0,19200,,
1767134068.8721187,gpt-5-mini,openai,evolution,5039,d37310e2-91fb-4923-a18d-9abe8f6294f9,59346,6212,59346,6212,65558,0,640,0,35840,,
1767134139.8681505,gpt-5-mini,openai,evolution,5040,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,57423,6646,57423,6646,64069,0,512,0,36864,,
1767134211.1276116,gpt-5-mini,openai,evolution,5041,77b161be-4f3c-4320-9b15-a9600f81037a,58474,5022,58474,5022,63496,0,640,0,32640,,
1767134259.7017448,gpt-5-mini,openai,evolution,5042,4b69c41f-1096-45c6-bd02-440b77e1c9de,55102,6649,55102,6649,61751,0,448,0,28544,,
1767134337.2293842,gpt-5-mini,openai,evolution,5043,bc827d30-4466-47e2-815b-d94de92c3d98,48944,6747,48944,6747,55691,0,576,0,28544,,
1767134360.0162413,gpt-5-mini,openai,evolution,5044,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,56942,6375,56942,6375,63317,0,448,0,31616,,
1767134369.0656679,gpt-5-mini,openai,evolution,5045,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,56561,6584,56561,6584,63145,0,832,0,29568,,
1767134470.4730477,gpt-5-mini,openai,evolution,5046,77b161be-4f3c-4320-9b15-a9600f81037a,58075,5085,58075,5085,63160,0,384,0,36864,,
1767134489.3198123,gpt-5-mini,openai,evolution,5047,22d9d2f3-21d5-4110-850e-f72573fbad6b,55911,4873,55911,4873,60784,0,512,0,28672,,
1767134559.1754322,gpt-5-mini,openai,evolution,5048,c561971d-9b16-49f8-8cf9-1331f96e78c6,59499,6751,59499,6751,66250,0,512,0,21504,,
1767134616.813517,gpt-5-mini,openai,evolution,5049,f473dccd-3365-4503-b32e-a42a3e5637ca,58643,7183,58643,7183,65826,0,704,0,,,
1767134648.3696105,gpt-5-mini,openai,evolution,5050,77b161be-4f3c-4320-9b15-a9600f81037a,60722,3763,60722,3763,64485,0,384,0,38912,,
1767134683.225152,gpt-5-mini,openai,evolution,5051,f88c55b9-4b18-4124-8e53-6acc0e911467,53869,6842,53869,6842,60711,0,832,0,19328,,
1767134770.3888156,gpt-5-mini,openai,evolution,5053,d37310e2-91fb-4923-a18d-9abe8f6294f9,60126,5407,60126,5407,65533,0,1152,0,42880,,
1767134791.8458712,claude-sonnet-4-5,anthropic,evolution,5052,706066f5-1c1e-4942-9e9d-731ce5e58972,2,5348,,,5350,,,,,72376,0
1767134793.0773315,gpt-5-mini,openai,evolution,5054,bc827d30-4466-47e2-815b-d94de92c3d98,50316,6188,50316,6188,56504,0,576,0,,,
1767134814.3917,gpt-5-mini,openai,evolution,5055,77b161be-4f3c-4320-9b15-a9600f81037a,57531,4781,57531,4781,62312,0,512,0,37632,,
1767134894.9198837,gpt-5-mini,openai,evolution,5056,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,58101,4922,58101,4922,63023,0,640,0,36864,,
1767134940.698656,gpt-5-mini,openai,evolution,5057,167aa2e0-dea8-4219-8ce9-2971f6cb48fc,57221,6068,57221,6068,63289,0,576,0,,,
1767135004.766831,gpt-5-mini,openai,evolution,5058,0d1582a7-2664-4a4e-88a7-ce497a5437c3,49192,6434,49192,6434,55626,0,704,0,33536,,
1767135038.8461359,gpt-5-mini,openai,evolution,5060,77b161be-4f3c-4320-9b15-a9600f81037a,58790,4210,58790,4210,63000,0,640,0,23552,,
1767135051.0030932,gpt-5-mini,openai,evolution,5059,543864a1-9c14-4bda-870d-31e1264b07fe,61970,6552,61970,6552,68522,0,512,0,,,
1767135135.9558284,gpt-5-mini,openai,evolution,5061,d37310e2-91fb-4923-a18d-9abe8f6294f9,59258,5411,59258,5411,64669,0,512,0,31616,,
1767135154.142792,gpt-5-mini,openai,evolution,5062,29007a72-f4a5-4892-9efc-2361699d3909,56069,5631,56069,5631,61700,0,576,0,,,
1767135254.6478653,claude-sonnet-4-5,anthropic,evolution,5063,39140617-fd6b-4a09-8040-c0491fcc7099,2,5941,,,5943,,,,,64330,0
1767135254.870057,gpt-5-mini,openai,evolution,5064,77b161be-4f3c-4320-9b15-a9600f81037a,57230,6755,57230,6755,63985,0,704,0,32640,,
1767135330.2953959,gpt-5-mini,openai,evolution,5065,f473dccd-3365-4503-b32e-a42a3e5637ca,57311,5849,57311,5849,63160,0,768,0,29568,,
1767135346.6464353,gpt-5-mini,openai,evolution,5066,288e2eeb-0df9-4bc8-9c78-893fd489499a,54401,5651,54401,5651,60052,0,576,0,19328,,
1767135403.6915686,gpt-5-mini,openai,evolution,5067,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,60426,6307,60426,6307,66733,0,448,0,,,
1767135440.9094555,gpt-5-mini,openai,evolution,5068,f473dccd-3365-4503-b32e-a42a3e5637ca,57420,6665,57420,6665,64085,0,512,0,,,
1767135470.4764175,gpt-5-mini,openai,evolution,5069,77b161be-4f3c-4320-9b15-a9600f81037a,60709,5540,60709,5540,66249,0,576,0,38912,,
1767135532.4786518,gpt-5-mini,openai,evolution,5070,bc827d30-4466-47e2-815b-d94de92c3d98,51645,6762,51645,6762,58407,0,576,0,,,
1767135556.5661592,claude-sonnet-4-5,anthropic,evolution,5071,6f02583f-ec28-4d3f-872d-19faf9717e58,2,3460,,,3462,,,,,72375,0
1767135596.910663,gpt-5-mini,openai,evolution,5072,d37310e2-91fb-4923-a18d-9abe8f6294f9,57070,7122,57070,7122,64192,0,448,0,,,
1767135676.4485958,gpt-5-mini,openai,evolution,5074,c2c96509-8b06-450a-9996-fce1edc3d1cd,60987,5481,60987,5481,66468,0,704,0,27520,,
1767135736.0899315,claude-sonnet-4-5,anthropic,evolution,5073,34e45018-a1fb-4efe-9cc2-6edbf54fa8fb,2,7464,,,7466,,,,,75631,0
1767135744.5207012,gpt-5-mini,openai,evolution,5075,f1bce83a-a49f-458f-b1e3-2521812f0bef,52636,6398,52636,6398,59034,0,768,0,28672,,
1767135819.8364127,gpt-5-mini,openai,evolution,5076,0d1582a7-2664-4a4e-88a7-ce497a5437c3,50468,6360,50468,6360,56828,0,640,0,,,
1767135915.1915014,gpt-5-mini,openai,evolution,5078,77b161be-4f3c-4320-9b15-a9600f81037a,58437,6709,58437,6709,65146,0,896,0,36864,,
1767135940.264815,claude-sonnet-4-5,anthropic,evolution,5077,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,2,6363,,,6365,,,,,70925,0
1767135978.2202008,gpt-5-mini,openai,evolution,5079,29007a72-f4a5-4892-9efc-2361699d3909,55008,6371,55008,6371,61379,0,704,0,28672,,
1767136037.3725595,gpt-5-mini,openai,evolution,5080,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,60133,6451,60133,6451,66584,0,384,0,35840,,
1767136132.5531735,gpt-5-mini,openai,evolution,5082,d37310e2-91fb-4923-a18d-9abe8f6294f9,57380,5393,57380,5393,62773,0,640,0,31616,,
1767136134.2713063,claude-sonnet-4-5,anthropic,evolution,5081,f263a10d-ad5f-4eca-b26b-fd1c757ef369,2,4689,,,4691,,,,,65309,0
1767136180.9149988,gpt-5-mini,openai,evolution,5083,77b161be-4f3c-4320-9b15-a9600f81037a,58381,4207,58381,4207,62588,0,576,0,37632,,
1767136238.2497928,gpt-5-mini,openai,evolution,5084,2a90c664-79da-49a3-98c9-dc882145cbce,53669,3928,53669,3928,57597,0,768,0,28672,,
1767136278.9494724,gpt-5-mini,openai,evolution,5085,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,60075,6496,60075,6496,66571,0,448,0,29568,,
1767136332.682134,gpt-5-mini,openai,evolution,5086,d37310e2-91fb-4923-a18d-9abe8f6294f9,58226,6660,58226,6660,64886,0,320,0,19328,,
1767136363.7434983,gpt-5-mini,openai,evolution,5087,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,58291,5674,58291,5674,63965,0,512,0,,,
1767136401.3801975,gpt-5-mini,openai,evolution,5088,7269c76d-0854-47eb-9b51-b2838f2f6632,49819,6065,49819,6065,55884,0,704,0,18304,,
1767136411.179023,gpt-5-mini,openai,evolution,5089,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,57069,5545,57069,5545,62614,0,768,0,,,
1767136423.5997803,gpt-5-mini,openai,evolution,5090,4198aff9-87fd-49b7-90ba-856191fe0368,54918,6461,54918,6461,61379,0,448,0,,,
1767136541.7356412,gpt-5-mini,openai,evolution,5091,2d7dbaa0-23ba-4479-9819-6ddf7cb63cce,60622,4242,60622,4242,64864,0,512,0,38912,,
1767136575.6178527,gpt-5-mini,openai,evolution,5092,d37310e2-91fb-4923-a18d-9abe8f6294f9,58272,6335,58272,6335,64607,0,448,0,,,
1767136623.8162885,gpt-5-mini,openai,evolution,5093,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,58741,6527,58741,6527,65268,0,448,0,29568,,
1767136657.5628114,gpt-5-mini,openai,evolution,5094,4b69c41f-1096-45c6-bd02-440b77e1c9de,52651,6037,52651,6037,58688,0,1088,0,33664,,
1767136750.384811,gpt-5-mini,openai,evolution,5095,b9737094-b9a8-4ac3-b48b-e5cf04af3fe0,59035,7112,59035,7112,66147,0,512,0,,,
1767136763.249002,gpt-5-mini,openai,evolution,5096,77b161be-4f3c-4320-9b15-a9600f81037a,57423,6300,57423,6300,63723,0,576,0,,,
1767136840.6525908,gpt-5-mini,openai,evolution,5098,dc2aeb8b-612c-472a-a704-33a55dfddb4f,54956,7288,54956,7288,62244,0,640,0,28544,,
1767136867.7499983,claude-sonnet-4-5,anthropic,evolution,5097,706066f5-1c1e-4942-9e9d-731ce5e58972,2,5839,,,5841,,,,,73540,0
1767136894.9455667,gpt-5-mini,openai,evolution,5099,bc827d30-4466-47e2-815b-d94de92c3d98,51173,6090,51173,6090,57263,0,576,0,,,
1767137047.3308342,gpt-5-mini,openai,evolution,5101,77b161be-4f3c-4320-9b15-a9600f81037a,57548,5618,57548,5618,63166,0,448,0,36864,,
1767137061.2856243,gpt-5-mini,openai,evolution,5102,f473dccd-3365-4503-b32e-a42a3e5637ca,56720,6457,56720,6457,63177,0,960,0,29568,,
1767137071.5825067,claude-sonnet-4-5,anthropic,evolution,5100,c561971d-9b16-49f8-8cf9-1331f96e78c6,2,7343,,,7345,,,,,71140,0
1767137104.741761,gpt-5-mini,openai,evolution,5103,4198aff9-87fd-49b7-90ba-856191fe0368,54693,6759,54693,6759,61452,0,320,0,28544,,
1767137209.341613,gpt-5-mini,openai,evolution,5104,7269c76d-0854-47eb-9b51-b2838f2f6632,53490,6299,53490,6299,59789,0,576,0,28544,,
1767137275.5358274,gpt-5-mini,openai,evolution,5105,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,56578,7315,56578,7315,63893,0,576,0,31616,,
1767137309.778606,gpt-5-mini,openai,evolution,5106,64d47d9b-ee49-45c2-b25f-4de1f88ce8af,61214,6472,61214,6472,67686,0,512,0,,,
1767137452.373299,gpt-5-mini,openai,evolution,5108,f263a10d-ad5f-4eca-b26b-fd1c757ef369,51371,6802,51371,6802,58173,0,576,0,28544,,
1767137468.1335483,claude-sonnet-4-5,anthropic,evolution,5107,288e2eeb-0df9-4bc8-9c78-893fd489499a,2,4994,,,4996,,,,,69206,0
1767137501.805223,claude-sonnet-4-5,anthropic,evolution,5109,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,2,4032,,,4034,,,,,75518,0
1767137524.46116,claude-sonnet-4-5,anthropic,evolution,5110,c44ba4cd-f6f2-4c47-9058-c98a6d745fba,2,4917,,,4919,,,,,68694,0
1767137577.295727,gpt-5-mini,openai,evolution,5111,706066f5-1c1e-4942-9e9d-731ce5e58972,59805,7309,59805,7309,67114,0,576,0,29568,,
1767137594.4815006,gpt-5-mini,openai,evolution,5112,ff754803-083e-46c0-92b3-de15bbf215b1,56849,3386,56849,3386,60235,0,704,0,,,
1767137676.76732,claude-sonnet-4-5,anthropic,evolution,5113,0f39c2a5-f80e-4bd5-a3f3-bc88da9b0b5e,2,5746,,,5748,,,,,73246,0
1767137731.0464604,claude-sonnet-4-5,anthropic,evolution,5114,bc827d30-4466-47e2-815b-d94de92c3d98,2,7321,,,7323,,,,,64516,0
1767137734.1417406,gpt-5-mini,openai,evolution,5116,22d9d2f3-21d5-4110-850e-f72573fbad6b,56762,4686,56762,4686,61448,0,448,0,33664,,
1767137759.9137185,gpt-5-mini,openai,evolution,5117,77b161be-4f3c-4320-9b15-a9600f81037a,58702,4659,58702,4659,63361,0,832,0,32640,,
1767137765.3968952,claude-sonnet-4-5,anthropic,evolution,5115,d37310e2-91fb-4923-a18d-9abe8f6294f9,2,5340,,,5342,,,,,70699,0
1767137786.0155146,gpt-5-mini,openai,evolution,5118,8b443e78-832e-4b63-b94c-ff64777061fb,58562,6063,58562,6063,64625,0,448,0,29568,,
1767137937.4902055,gpt-5-mini,openai,evolution,5120,f7840425-af26-4d34-a951-09ae992a4a97,51454,6298,51454,6298,57752,0,576,0,,,
1767137939.3133013,gpt-5-mini,openai,evolution,5119,4198aff9-87fd-49b7-90ba-856191fe0368,54435,7065,54435,7065,61500,0,576,0,28544,,
1767137955.127603,gpt-5-mini,openai,evolution,5121,d37310e2-91fb-4923-a18d-9abe8f6294f9,59668,5030,59668,5030,64698,0,448,0,,,
1767137972.770449,gpt-5-mini,openai,evolution,5122,8b443e78-832e-4b63-b94c-ff64777061fb,57657,4181,57657,4181,61838,0,448,0,29568,,
1767138104.9625142,gpt-5-mini,openai,evolution,5123,a1e307b0-0c35-4da9-9a59-0284402e9025,53794,6189,53794,6189,59983,0,320,0,28672,,
1767138114.2876186,gpt-5-mini,openai,evolution,5124,e1a1af6d-e074-411c-abf2-5eeb579e518b,54664,6000,54664,6000,60664,0,512,0,,,
